0.97,  32.9712,  0.097,  99.7891,  658,  188.932,  144.84,  -77.4964,  4.22494,  0.99386,  9.0172,  10.0191,  -0,  -0,  46.3371,  0.278879,  -0,  440.841,  1.50287,  -741.484,  -0,  -48.9263
0.98,  33.0015,  0.0970891,  99.7856,  659.209,  189.105,  145.107,  -77.6389,  4.22861,  0.994774,  9.02548,  10.0283,  -0,  -0,  46.4223,  0.278926,  -0,  441.246,  1.50425,  -742.847,  -0,  -49.0163
0.99,  33.0318,  0.0971782,  99.782,  660.42,  189.279,  145.373,  -77.7815,  4.23228,  0.995687,  9.03377,  10.0375,  -0,  -0,  46.5076,  0.278974,  -0,  441.651,  1.50563,  -744.211,  -0,  -49.1063
1,  33.062,  0.0972673,  99.7785,  661.631,  189.453,  145.64,  -77.9242,  4.23596,  0.9966,  9.04205,  10.0467,  -0,  -0,  46.5929,  0.279022,  -0,  442.056,  1.50701,  -745.576,  -0,  -49.1964
1.01,  33.0923,  0.0973563,  99.7748,  662.844,  189.626,  145.907,  -78.0669,  4.23963,  0.997513,  9.05033,  10.0559,  -0,  -0,  46.6783,  0.27907,  -0,  442.461,  1.50839,  -746.942,  -0,  -49.2865
1.02,  33.1226,  0.0974453,  99.7712,  664.057,  189.799,  146.174,  -78.2098,  4.2433,  0.998425,  9.05861,  10.0651,  -0,  -0,  46.7637,  0.279118,  -0,  442.865,  1.50977,  -748.309,  -0,  -49.3767
1.03,  33.1528,  0.0975343,  99.7675,  665.27,  189.973,  146.441,  -78.3527,  4.24697,  0.999337,  9.06689,  10.0743,  -0,  -0,  46.8492,  0.279166,  -0,  443.27,  1.51115,  -749.677,  -0,  -49.4669
1.04,  33.1831,  0.0976233,  99.7638,  666.485,  190.146,  146.708,  -78.4958,  4.25064,  1.00025,  9.07516,  10.0835,  -0,  -0,  46.9347,  0.279214,  -0,  443.675,  1.51253,  -751.045,  -0,  -49.5572
1.05,  33.2133,  0.0977122,  99.7601,  667.7,  190.32,  146.976,  -78.6389,  4.25431,  1.00116,  9.08344,  10.0927,  -0,  -0,  47.0203,  0.279263,  -0,  444.079,  1.51391,  -752.415,  -0,  -49.6476
1.06,  33.2435,  0.0978012,  99.7564,  668.916,  190.493,  147.243,  -78.7821,  4.25798,  1.00207,  9.09171,  10.1019,  -0,  -0,  47.1059,  0.279312,  -0,  444.483,  1.51528,  -753.785,  -0,  -49.738
1.07,  33.2737,  0.09789,  99.7526,  670.133,  190.666,  147.511,  -78.9255,  4.26164,  1.00298,  9.09998,  10.1111,  -0,  -0,  47.1916,  0.279361,  -0,  444.888,  1.51666,  -755.157,  -0,  -49.8285
1.08,  33.3039,  0.0979789,  99.7488,  671.351,  190.839,  147.779,  -79.0689,  4.26531,  1.0039,  9.10824,  10.1203,  -0,  -0,  47.2774,  0.27941,  -0,  445.292,  1.51804,  -756.529,  -0,  -49.9191
1.09,  33.3341,  0.0980678,  99.7449,  672.569,  191.012,  148.047,  -79.2124,  4.26898,  1.00481,  9.1165,  10.1294,  -0,  -0,  47.3632,  0.279459,  -0,  445.696,  1.51942,  -757.902,  -0,  -50.0097
1.1,  33.3643,  0.0981566,  99.741,  673.789,  191.186,  148.316,  -79.356,  4.27264,  1.00572,  9.12477,  10.1386,  -0,  -0,  47.449,  0.279509,  -0,  446.1,  1.52079,  -759.276,  -0,  -50.1003
1.11,  33.3945,  0.0982454,  99.7371,  675.009,  191.359,  148.584,  -79.4997,  4.2763,  1.00663,  9.13303,  10.1478,  -0,  -0,  47.5349,  0.279558,  -0,  446.503,  1.52217,  -760.651,  -0,  -50.191
1.12,  33.4247,  0.0983342,  99.7332,  676.229,  191.532,  148.853,  -79.6435,  4.27997,  1.00754,  9.14128,  10.157,  -0,  -0,  47.6209,  0.279608,  -0,  446.907,  1.52355,  -762.026,  -0,  -50.2818
1.13,  33.4549,  0.0984229,  99.7292,  677.451,  191.705,  149.122,  -79.7873,  4.28363,  1.00845,  9.14954,  10.1662,  -0,  -0,  47.7069,  0.279658,  -0,  447.311,  1.52492,  -763.403,  -0,  -50.3726
1.14,  33.485,  0.0985116,  99.7252,  678.673,  191.878,  149.391,  -79.9313,  4.28729,  1.00936,  9.15779,  10.1753,  -0,  -0,  47.793,  0.279709,  -0,  447.714,  1.5263,  -764.78,  -0,  -50.4635
1.15,  33.5152,  0.0986003,  99.7212,  679.896,  192.05,  149.66,  -80.0753,  4.29095,  1.01027,  9.16604,  10.1845,  -0,  -0,  47.8791,  0.279759,  -0,  448.118,  1.52767,  -766.159,  -0,  -50.5545
1.16,  33.5453,  0.098689,  99.7171,  681.12,  192.223,  149.93,  -80.2195,  4.29461,  1.01117,  9.17429,  10.1937,  -0,  -0,  47.9653,  0.279809,  -0,  448.521,  1.52905,  -767.538,  -0,  -50.6455
